date,year,month,day,hour,d1,d2
2014-01-10,2014,1,10,13,12,19
2014-01-10,2014,1,10,14,15,29
2014-01-10,2014,1,10,15,13,33
2014-01-10,2014,1,10,16,11,44
2014-01-10,2014,1,10,17,12,45
2014-01-10,2014,1,10,18,6,20
2014-01-10,2014,1,10,19,10,24
2014-01-10,2014,1,10,20,2,15
2014-01-10,2014,1,10,21,3,10
2014-01-10,2014,1,10,22,3,11
2014-01-10,2014,1,10,23,0,10
2014-01-10,2014,1,10,24,8,20
2014-01-11,2014,1,11,0,2,5
2014-01-11,2014,1,11,1,0,5
2014-01-11,2014,1,11,2,1,5
2014-01-11,2014,1,11,3,1,2
2014-01-11,2014,1,11,4,0,4
2014-01-11,2014,1,11,5,2,2
2014-01-11,2014,1,11,6,1,5
2014-01-11,2014,1,11,7,1,2
2014-01-11,2014,1,11,8,3,10
2014-01-11,2014,1,11,9,7,31
2014-01-11,2014,1,11,10,22,30
2014-01-11,2014,1,11,11,16,54
2014-01-11,2014,1,11,13,21,29
2014-01-11,2014,1,11,14,26,45
2014-01-11,2014,1,11,15,23,19
2014-01-11,2014,1,11,16,10,38
2014-01-11,2014,1,11,17,20,31
2014-01-11,2014,1,11,18,14,30
2014-01-11,2014,1,11,19,6,26
2014-01-11,2014,1,11,20,7,15
2014-01-11,2014,1,11,21,6,19
2014-01-11,2014,1,11,22,2,7
2014-01-11,2014,1,11,23,1,3
2014-01-11,2014,1,11,24,20,43
2014-01-12,2014,1,12,0,0,3
2014-01-12,2014,1,12,1,0,4
2014-01-12,2014,1,12,2,2,1
2014-01-12,2014,1,12,3,0,0
2014-01-12,2014,1,12,4,0,0
2014-01-12,2014,1,12,5,0,2
2014-01-12,2014,1,12,6,1,4
2014-01-12,2014,1,12,7,2,18
2014-01-12,2014,1,12,8,7,14
2014-01-12,2014,1,12,9,14,20
2014-01-12,2014,1,12,10,9,23
2014-01-12,2014,1,12,11,4,16
2014-01-12,2014,1,12,13,8,28
2014-01-12,2014,1,12,14,8,23
2014-01-12,2014,1,12,15,16,35
2014-01-12,2014,1,12,16,9,41
2014-01-12,2014,1,12,17,10,17
2014-01-12,2014,1,12,18,5,14
2014-01-12,2014,1,12,19,4,17
2014-01-12,2014,1,12,20,6,9
2014-01-12,2014,1,12,21,2,11
2014-01-12,2014,1,12,22,1,7
2014-01-12,2014,1,12,23,3,3
2014-01-12,2014,1,12,24,7,13
2014-02-01,2014,2,1,0,1,2
2014-02-01,2014,2,1,1,0,2
2014-02-01,2014,2,1,2,0,0
2014-02-01,2014,2,1,3,2,2
2014-02-01,2014,2,1,4,0,1
2014-02-01,2014,2,1,5,2,0
2014-02-01,2014,2,1,6,1,8
2014-02-01,2014,2,1,7,6,10
2014-02-01,2014,2,1,8,5,22
2014-02-01,2014,2,1,9,10,16
2014-02-01,2014,2,1,10,18,28
2014-02-01,2014,2,1,11,16,27
2014-02-01,2014,2,1,13,5,19
2014-02-01,2014,2,1,14,3,15
2014-02-01,2014,2,1,15,15,27
2014-02-01,2014,2,1,16,10,16
2014-02-01,2014,2,1,17,23,30
2014-02-01,2014,2,1,18,8,19
2014-02-01,2014,2,1,19,8,10
2014-02-01,2014,2,1,20,2,12
2014-02-01,2014,2,1,21,2,7
2014-02-01,2014,2,1,22,4,12
2014-02-01,2014,2,1,23,2,1
2014-02-01,2014,2,1,24,8,18
2014-02-02,2014,2,2,0,3,3
2014-02-02,2014,2,2,1,0,6
2014-02-02,2014,2,2,2,0,0
2014-02-02,2014,2,2,3,2,2
2014-02-02,2014,2,2,4,2,2
2014-02-02,2014,2,2,5,3,0
2014-02-02,2014,2,2,6,0,2
2014-02-02,2014,2,2,7,1,4
2014-02-02,2014,2,2,8,3,8
2014-02-02,2014,2,2,9,2,8
2014-02-02,2014,2,2,10,20,16
2014-02-02,2014,2,2,11,21,23
2014-02-02,2014,2,2,13,21,21
2014-02-02,2014,2,2,14,37,37
2014-02-02,2014,2,2,15,8,17
2014-02-02,2014,2,2,16,10,4
2014-02-02,2014,2,2,17,2,8
2014-02-02,2014,2,2,18,0,4
2014-02-02,2014,2,2,19,7,13
2014-02-02,2014,2,2,20,10,14
2014-02-02,2014,2,2,21,10,12
2014-02-02,2014,2,2,22,4,2
2014-02-02,2014,2,2,23,4,3
2014-02-02,2014,2,2,24,18,12
2014-02-03,2014,2,3,0,2,4
2014-02-03,2014,2,3,1,5,3
2014-02-03,2014,2,3,2,0,2
2014-02-03,2014,2,3,3,0,2
2014-02-03,2014,2,3,4,4,0
2014-02-03,2014,2,3,5,2,1
2014-02-03,2014,2,3,6,3,0
2014-02-03,2014,2,3,7,5,4
2014-02-03,2014,2,3,8,5,3
2014-02-03,2014,2,3,9,16,15
2014-02-03,2014,2,3,10,10,8
2014-02-03,2014,2,3,11,21,14
2014-02-03,2014,2,3,13,25,28
2014-02-03,2014,2,3,14,25,28
2014-02-03,2014,2,3,15,18,25
2014-02-03,2014,2,3,16,36,3
2014-02-03,2014,2,3,17,29,8
2014-02-03,2014,2,3,18,11,7
2014-02-03,2014,2,3,19,9,6
2014-02-03,2014,2,3,20,8,6
2014-02-03,2014,2,3,21,13,3
2014-02-03,2014,2,3,22,6,4
2014-02-03,2014,2,3,23,0,0
2014-02-03,2014,2,3,24,26,24
2014-02-04,2014,2,4,0,0,1
2014-02-04,2014,2,4,1,0,0
2014-02-04,2014,2,4,2,2,0
2014-02-04,2014,2,4,3,0,0
2014-02-04,2014,2,4,4,0,0
2014-02-04,2014,2,4,5,2,4
2014-02-04,2014,2,4,6,1,5
2014-02-04,2014,2,4,7,7,21
2014-02-04,2014,2,4,8,27,23
2014-02-04,2014,2,4,9,14,31
2014-02-04,2014,2,4,10,16,19
2014-02-04,2014,2,4,11,18,9
2014-02-04,2014,2,4,13,29,9
2014-02-04,2014,2,4,14,19,18
2014-02-04,2014,2,4,15,19,22
2014-02-04,2014,2,4,16,26,26
2014-02-04,2014,2,4,17,44,23
2014-02-04,2014,2,4,18,26,28
2014-02-04,2014,2,4,19,12,11
2014-02-04,2014,2,4,20,3,19
2014-02-04,2014,2,4,21,5,7
2014-02-04,2014,2,4,22,0,6
2014-02-04,2014,2,4,23,0,2
2014-02-04,2014,2,4,24,25,19
2014-02-05,2014,2,5,0,1,5
2014-02-05,2014,2,5,1,1,1
2014-02-05,2014,2,5,2,0,2
2014-02-05,2014,2,5,3,0,5
2014-02-05,2014,2,5,4,0,0
2014-02-05,2014,2,5,5,0,2
2014-02-05,2014,2,5,6,4,7
2014-02-05,2014,2,5,7,7,17
2014-02-05,2014,2,5,8,12,42
2014-02-05,2014,2,5,9,14,36
2014-02-05,2014,2,5,10,10,22
2014-02-05,2014,2,5,11,6,25
2014-02-05,2014,2,5,13,18,31
2014-02-05,2014,2,5,14,18,26
2014-02-05,2014,2,5,15,11,19
2014-02-05,2014,2,5,16,31,27
2014-02-05,2014,2,5,17,20,44
2014-02-05,2014,2,5,18,28,36
2014-02-05,2014,2,5,19,18,37
2014-02-05,2014,2,5,20,9,16
2014-02-05,2014,2,5,21,8,18
2014-02-05,2014,2,5,22,7,15
2014-02-05,2014,2,5,23,3,5
2014-02-05,2014,2,5,24,13,21
2014-02-06,2014,2,6,0,1,2
2014-02-06,2014,2,6,1,2,0
2014-02-06,2014,2,6,2,0,0
2014-02-06,2014,2,6,3,0,0
2014-02-06,2014,2,6,4,0,1
2014-02-06,2014,2,6,5,0,2
2014-02-06,2014,2,6,6,2,8
2014-02-06,2014,2,6,7,7,18
2014-02-06,2014,2,6,8,5,15
2014-02-06,2014,2,6,9,6,12
2014-02-06,2014,2,6,10,14,11
2014-02-06,2014,2,6,11,14,27
2014-02-06,2014,2,6,13,14,23
2014-02-06,2014,2,6,14,14,19
2014-02-06,2014,2,6,15,10,15
2014-02-06,2014,2,6,16,21,24
2014-02-06,2014,2,6,17,24,20
2014-02-06,2014,2,6,18,18,35
2014-02-06,2014,2,6,19,14,19
2014-02-06,2014,2,6,20,2,14
2014-02-06,2014,2,6,21,4,13
2014-02-06,2014,2,6,22,2,5
2014-02-06,2014,2,6,23,1,4
2014-02-06,2014,2,6,24,22,23
2014-02-07,2014,2,7,0,0,6
2014-02-07,2014,2,7,1,0,3
2014-02-07,2014,2,7,2,0,0
2014-02-07,2014,2,7,3,0,0
2014-02-07,2014,2,7,4,0,0
2014-02-07,2014,2,7,5,1,3
2014-02-07,2014,2,7,6,4,11
2014-02-07,2014,2,7,7,4,20
2014-02-07,2014,2,7,8,10,18
2014-02-07,2014,2,7,9,6,20
2014-02-07,2014,2,7,10,17,8
2014-02-07,2014,2,7,11,15,16
2014-02-07,2014,2,7,13,17,21
2014-02-07,2014,2,7,14,7,28
2014-02-07,2014,2,7,15,9,22
2014-02-07,2014,2,7,16,15,23
2014-02-07,2014,2,7,17,15,28
2014-02-07,2014,2,7,18,20,35
2014-02-07,2014,2,7,19,5,24
2014-02-07,2014,2,7,20,11,13
2014-02-07,2014,2,7,21,4,19
2014-02-07,2014,2,7,22,3,8
2014-02-07,2014,2,7,23,1,11
2014-02-07,2014,2,7,24,16,44
2014-02-08,2014,2,8,0,0,2
2014-02-08,2014,2,8,1,0,4
2014-02-08,2014,2,8,2,0,2
2014-02-08,2014,2,8,3,0,3
2014-02-08,2014,2,8,4,1,0
2014-02-08,2014,2,8,5,1,2
2014-02-08,2014,2,8,6,0,0
2014-02-08,2014,2,8,7,2,1
2014-02-08,2014,2,8,8,3,11
2014-02-08,2014,2,8,9,9,30
2014-02-08,2014,2,8,10,18,17
2014-02-08,2014,2,8,11,24,21
2014-02-08,2014,2,8,13,17,18
2014-02-08,2014,2,8,14,24,26
2014-02-08,2014,2,8,15,22,27
2014-02-08,2014,2,8,16,17,34
2014-02-08,2014,2,8,17,23,34
2014-02-08,2014,2,8,18,11,37
2014-02-08,2014,2,8,19,18,26
2014-02-08,2014,2,8,20,11,25
2014-02-08,2014,2,8,21,14,24
2014-02-08,2014,2,8,22,0,13
2014-02-08,2014,2,8,23,4,5
2014-02-08,2014,2,8,24,34,27
2014-02-09,2014,2,9,0,0,5
2014-02-09,2014,2,9,1,0,0
2014-02-09,2014,2,9,2,0,0
2014-02-09,2014,2,9,3,1,0
2014-02-09,2014,2,9,4,0,3
2014-02-09,2014,2,9,5,0,1
2014-02-09,2014,2,9,6,3,7
2014-02-09,2014,2,9,7,3,24
2014-02-09,2014,2,9,8,18,22
2014-02-09,2014,2,9,9,8,8
2014-02-09,2014,2,9,10,10,18
2014-02-09,2014,2,9,11,12,19
2014-02-09,2014,2,9,13,10,16
2014-02-09,2014,2,9,14,11,30
2014-02-09,2014,2,9,15,13,21
2014-02-09,2014,2,9,16,11,26
2014-02-09,2014,2,9,17,24,29
2014-02-09,2014,2,9,18,17,36
2014-02-09,2014,2,9,19,16,20
2014-02-09,2014,2,9,20,11,17
2014-02-09,2014,2,9,21,14,14
2014-02-09,2014,2,9,22,1,12
2014-02-09,2014,2,9,23,0,0
2014-02-09,2014,2,9,24,18,32
2014-02-10,2014,2,10,0,0,4
2014-02-10,2014,2,10,1,0,0
2014-02-10,2014,2,10,2,0,0
2014-02-10,2014,2,10,3,0,0
2014-02-10,2014,2,10,4,0,0
2014-02-10,2014,2,10,5,1,3
2014-02-10,2014,2,10,6,1,13
2014-02-10,2014,2,10,7,6,24
2014-02-10,2014,2,10,8,9,34
2014-02-10,2014,2,10,9,9,42
2014-02-10,2014,2,10,10,9,29
2014-02-10,2014,2,10,11,18,25
2014-02-10,2014,2,10,13,9,23
2014-02-10,2014,2,10,14,6,30
2014-02-10,2014,2,10,15,7,28
2014-02-10,2014,2,10,16,15,32
2014-02-10,2014,2,10,17,18,33
2014-02-10,2014,2,10,18,18,21
2014-02-10,2014,2,10,19,9,29
2014-02-10,2014,2,10,20,9,11
2014-02-10,2014,2,10,21,2,13
2014-02-10,2014,2,10,22,3,9
2014-02-10,2014,2,10,23,1,6
2014-02-10,2014,2,10,24,14,23
2014-02-11,2014,2,11,0,2,0
2014-02-11,2014,2,11,1,1,10
2014-02-11,2014,2,11,2,0,0
2014-02-11,2014,2,11,3,1,2
2014-02-11,2014,2,11,4,0,0
2014-02-11,2014,2,11,5,0,0
2014-02-11,2014,2,11,6,3,4
2014-02-11,2014,2,11,7,3,6
2014-02-11,2014,2,11,8,6,7
2014-02-11,2014,2,11,9,14,30
2014-02-11,2014,2,11,10,25,37
2014-02-11,2014,2,11,11,31,31
2014-02-11,2014,2,11,13,28,41
2014-02-11,2014,2,11,14,21,43
2014-02-11,2014,2,11,15,11,28
2014-02-11,2014,2,11,16,17,21
2014-02-11,2014,2,11,17,15,30
2014-02-11,2014,2,11,18,6,12
2014-02-11,2014,2,11,19,5,15
2014-02-11,2014,2,11,20,5,5
2014-02-11,2014,2,11,21,3,10
2014-02-11,2014,2,11,22,1,2
2014-02-11,2014,2,11,23,1,0
2014-02-11,2014,2,11,24,23,56
2014-02-12,2014,2,12,0,0,0
2014-02-12,2014,2,12,1,0,0
2014-02-12,2014,2,12,2,0,0
2014-02-12,2014,2,12,3,0,3
2014-02-12,2014,2,12,4,0,0
2014-02-12,2014,2,12,5,0,0
2014-02-12,2014,2,12,6,1,4
2014-02-12,2014,2,12,7,9,14
2014-02-12,2014,2,12,8,7,30
2014-02-12,2014,2,12,9,6,22
2014-02-12,2014,2,12,10,7,19
2014-02-12,2014,2,12,11,9,20
2014-02-12,2014,2,12,13,9,23
2014-02-12,2014,2,12,14,5,42
2014-02-12,2014,2,12,15,2,18
2014-02-12,2014,2,12,16,9,23
2014-02-12,2014,2,12,17,7,23
2014-02-12,2014,2,12,18,14,16
2014-02-12,2014,2,12,19,3,21
2014-02-12,2014,2,12,20,3,4
2014-02-12,2014,2,12,21,2,4
2014-02-12,2014,2,12,22,0,6
2014-02-12,2014,2,12,23,0,1
2014-02-12,2014,2,12,24,3,20
2014-03-01,2014,3,1,0,0,7
2014-03-01,2014,3,1,1,1,0
2014-03-01,2014,3,1,2,0,0
2014-03-01,2014,3,1,3,6,0
2014-03-01,2014,3,1,4,0,0
2014-03-01,2014,3,1,5,2,2
2014-03-01,2014,3,1,6,2,2
2014-03-01,2014,3,1,7,3,8
2014-03-01,2014,3,1,8,10,17
2014-03-01,2014,3,1,9,9,31
2014-03-01,2014,3,1,10,14,25
2014-03-01,2014,3,1,11,12,28
2014-03-01,2014,3,1,13,26,25
2014-03-01,2014,3,1,14,23,19
2014-03-01,2014,3,1,15,20,30
2014-03-01,2014,3,1,16,26,26
2014-03-01,2014,3,1,17,23,22
2014-03-01,2014,3,1,18,22,27
2014-03-01,2014,3,1,19,7,16
2014-03-01,2014,3,1,20,2,14
2014-03-01,2014,3,1,21,2,12
2014-03-01,2014,3,1,22,2,7
2014-03-01,2014,3,1,23,4,4
2014-03-01,2014,3,1,24,17,22
2014-03-02,2014,3,2,0,2,4
2014-03-02,2014,3,2,1,2,0
2014-03-02,2014,3,2,2,0,0
2014-03-02,2014,3,2,3,0,0
2014-03-02,2014,3,2,4,0,2
2014-03-02,2014,3,2,5,1,1
2014-03-02,2014,3,2,6,9,6
2014-03-02,2014,3,2,7,4,17
2014-03-02,2014,3,2,8,17,13
2014-03-02,2014,3,2,9,17,13
2014-03-02,2014,3,2,10,19,14
2014-03-02,2014,3,2,11,7,10
2014-03-02,2014,3,2,13,18,17
2014-03-02,2014,3,2,14,14,7
2014-03-02,2014,3,2,15,22,13
2014-03-02,2014,3,2,16,15,22
2014-03-02,2014,3,2,17,17,13
2014-03-02,2014,3,2,18,19,17
2014-03-02,2014,3,2,19,12,2
2014-03-02,2014,3,2,20,5,5
2014-03-02,2014,3,2,21,4,7
2014-03-02,2014,3,2,22,0,4
2014-03-02,2014,3,2,23,0,2
2014-03-02,2014,3,2,24,17,19
2014-03-03,2014,3,3,0,0,0
2014-03-03,2014,3,3,1,0,0
2014-03-03,2014,3,3,2,0,0
2014-03-03,2014,3,3,3,1,1
2014-03-03,2014,3,3,4,0,2
2014-03-03,2014,3,3,5,2,4
2014-03-03,2014,3,3,6,2,5
2014-03-03,2014,3,3,7,8,24
2014-03-03,2014,3,3,8,11,8
2014-03-03,2014,3,3,9,23,10
2014-03-03,2014,3,3,10,23,22
2014-03-03,2014,3,3,11,33,15
2014-03-03,2014,3,3,13,9,25
2014-03-03,2014,3,3,14,21,23
2014-03-03,2014,3,3,15,21,26
2014-03-03,2014,3,3,16,22,11
2014-03-03,2014,3,3,17,32,25
2014-03-03,2014,3,3,18,16,17
2014-03-03,2014,3,3,19,13,10
2014-03-03,2014,3,3,20,12,16
2014-03-03,2014,3,3,21,2,7
2014-03-03,2014,3,3,22,0,2
2014-03-03,2014,3,3,23,3,4
2014-03-03,2014,3,3,24,19,9
2014-03-04,2014,3,4,0,0,0
2014-03-04,2014,3,4,1,1,0
2014-03-04,2014,3,4,2,2,0
2014-03-04,2014,3,4,3,0,0
2014-03-04,2014,3,4,4,1,4
2014-03-04,2014,3,4,5,3,7
2014-03-04,2014,3,4,6,5,6
2014-03-04,2014,3,4,7,3,15
2014-03-04,2014,3,4,8,15,16
2014-03-04,2014,3,4,9,14,20
2014-03-04,2014,3,4,10,29,3
2014-03-04,2014,3,4,11,14,9
2014-03-04,2014,3,4,13,20,16
2014-03-04,2014,3,4,14,27,33
2014-03-04,2014,3,4,15,12,24
2014-03-04,2014,3,4,16,17,21
2014-03-04,2014,3,4,17,13,26
2014-03-04,2014,3,4,18,34,32
2014-03-04,2014,3,4,19,25,21
2014-03-04,2014,3,4,20,7,12
2014-03-04,2014,3,4,21,11,3
2014-03-04,2014,3,4,22,5,0
2014-03-04,2014,3,4,23,6,8
2014-03-04,2014,3,4,24,11,17
2014-03-05,2014,3,5,0,2,0
2014-03-05,2014,3,5,1,0,0
2014-03-05,2014,3,5,2,1,3
2014-03-05,2014,3,5,3,0,0
2014-03-05,2014,3,5,4,0,0
2014-03-05,2014,3,5,5,0,2
2014-03-05,2014,3,5,6,0,4
2014-03-05,2014,3,5,7,6,2
2014-03-05,2014,3,5,8,9,20
2014-03-05,2014,3,5,9,23,28
2014-03-05,2014,3,5,10,18,31
2014-03-05,2014,3,5,11,30,33
2014-03-05,2014,3,5,13,34,46
2014-03-05,2014,3,5,14,20,39
2014-03-05,2014,3,5,15,25,28
2014-03-05,2014,3,5,16,8,15
2014-03-05,2014,3,5,17,9,19
2014-03-05,2014,3,5,18,7,34
2014-03-05,2014,3,5,19,6,13
2014-03-05,2014,3,5,20,10,14
2014-03-05,2014,3,5,21,12,7
2014-03-05,2014,3,5,22,8,8
2014-03-05,2014,3,5,23,4,15
2014-03-05,2014,3,5,24,21,28
2014-03-06,2014,3,6,0,0,5
2014-03-06,2014,3,6,1,0,0
